question_id,question,answer,latency,tokens,success
Q11,My landlord refused to rent to me because I have two young children. Is that legal anywhere in the U.S.?,"In the United States, under the federal Fair Housing Act, it is illegal for a landlord to refuse to rent to someone based on familial status, which includes having children under 18. This means that refusing to rent to you because you have two young children is generally considered illegal discrimination in most parts of the U.S. 

However, there are some exceptions in certain types of housing, such as some senior or age-restricted communities, but these are specific and usually clearly designated. 

If you believe you have been discriminated against because of your children, you can file a complaint with the U.S. Department of Housing and Urban Development (HUD) or seek legal assistance.",2.247288942337036,171.6,True
Q12,I use a wheelchair and need to install grab bars in my bathroom. Can my landlord say no?,"Under federal law, specifically the Fair Housing Act, your landlord cannot say no to reasonable modifications needed for your disability, such as installing grab bars in your bathroom. They are required to allow these modifications at your expense and must make reasonable accommodations in their rules or policies. Therefore, your landlord cannot legally refuse your request to install grab bars due to your use of a wheelchair.",1.562772512435913,109.2,True
Q13,Is it legal for a rental ad to say 'perfect for young professionals'?,"It is generally not advisable for a rental ad to specify ""perfect for young professionals,"" as such language can be considered discriminatory under the Fair Housing Act. The Act prohibits advertising that indicates a preference or limitation based on protected classes, including sex, age, or familial status. While ""young professionals"" is not explicitly a protected class, using such language can be interpreted as a preference that may lead to discrimination claims. To ensure compliance with fair housing laws, it is best to avoid language that suggests a preference for or against certain groups of people.",2.23870587348938,139.1,True
Q14,"My landlord says emotional support animals aren’t allowed,  but I have a doctor’s note. What are my rights?","If you have a doctor’s note indicating that your animal is an emotional support animal (ESA), your landlord generally cannot refuse to allow it based solely on the animal’s status as an ESA. Under federal law, specifically the Fair Housing Act, landlords are required to make reasonable accommodations for tenants with disabilities, which includes allowing ESAs even if the property has a no-pets policy.

Your rights include:
- Providing your landlord with documentation from a licensed healthcare professional confirming your need for the emotional support animal.
- Requesting a reasonable accommodation for your ESA, which the landlord must consider unless they can demonstrate a legitimate, non-discriminatory reason for denial.

However, landlords can still deny an ESA if:
- The animal poses a direct threat to the health or safety of others.
- The animal causes substantial property damage.
- The animal’s presence would impose an undue financial or administrative burden on the landlord.

It’s advisable to communicate in writing with your landlord, providing the doctor’s note and requesting the accommodation. If your landlord refuses without valid reason, you may have grounds to challenge their decision based on fair housing laws.

If you need further assistance, consider consulting a tenant rights organization or legal professional familiar with housing laws in your area.",2.9990077018737793,296.40000000000003,True
Q15,I’m on Section 8 in Chicago. My landlord says the unit failed inspection—how long do they have to fix it?,"In Chicago, if your Section 8 unit fails inspection, the landlord is typically required to fix the issues within 30 days. If the problems are life-threatening, such as gas leaks, they must be addressed within 24 hours.",0.9172098636627197,72.8,True
Q16,I got a pay raise. How soon do I need to report it to my Public Housing Authority?,"You need to report any income changes, including a pay raise, to your Public Housing Authority (PHA) within 10 days.",0.8117077350616455,48.1,True
Q17,Can my PHA evict me without a hearing if I’m late on my portion of the rent?,"Based on the information provided, your PHA cannot evict you without a hearing if you are late on your portion of the rent. You have the right to a formal grievance hearing before your PHA makes major decisions affecting your tenancy, including eviction.",1.5703539848327637,76.7,True
Q18,Which state offers stronger rent control: California or Texas?,"California offers stronger rent control protections compared to Texas. In California, there is a statewide rent cap limiting rent increases to 5% plus the regional Consumer Price Index (CPI), with a maximum total increase of 10% per year. Additionally, many cities like Los Angeles, San Francisco, and Oakland have their own local rent control ordinances that may provide even stronger protections. California law also regulates security deposits and eviction procedures, providing tenants with significant rights.

In contrast, Texas does not have any rent control laws, allowing landlords to increase rent by any amount with proper notice. While Texas law provides some protections regarding security deposits and prohibits retaliatory or discriminatory rent increases, it does not impose limits on how much rent can be increased.

Therefore, California's rent control laws are more comprehensive and offer stronger protections for tenants than those in Texas.",2.836568832397461,195.0,True
Q19,"If I live in a HUD-subsidized apartment in California,  which rules apply—federal","If you live in a HUD-subsidized apartment in California, federal rules apply. Specifically, tenants in public housing, Section 8, or HUD-subsidized properties have rights and responsibilities under federal regulations. These include the right to a safe, decent, and sanitary home that meets HUD’s Housing Quality Standards, and rent calculations based on income. Additionally, federal law provides protections against discrimination and retaliation, and tenants can file complaints with HUD if they believe their rights have been violated. 

However, it's also important to check for any local ordinances or state laws that may offer additional protections beyond federal regulations.",2.0800158977508545,140.4,True
Q20,"My landlord in San Antonio won’t fix a broken heater in January. Would the rules be different if I lived in San Francisco?  State,  or local?","The rules regarding a landlord’s obligation to fix a broken heater can vary depending on the state and local laws. 

In San Antonio, Texas, landlord-tenant laws generally require landlords to maintain the rental property in a habitable condition, which includes providing heat during the winter months. If your landlord refuses to fix the heater in January, you may have legal rights to request repairs or seek remedies under Texas law.

In San Francisco, California, there are often stronger tenant protections. California law, along with local ordinances in San Francisco, typically requires landlords to maintain rental units in a habitable condition, including providing adequate heating. San Francisco has specific local regulations that may impose stricter standards and faster repair obligations, especially during winter.

So, yes, the rules can be different. California and San Francisco generally have more comprehensive tenant protections and stricter repair obligations compared to Texas and San Antonio. It’s advisable to check the specific local ordinances and state laws or consult a local tenant rights organization for precise guidance.",2.6512181758880615,253.5,True
